2019-05-27 13:05:25.586 INFO  singlejartest.Main - Connecting...
2019-05-27 13:05:29.688 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&passus=3&sermo=88952827-cb5d-4c9a-8ca7-8d8da82a6976&versio=318.4.68&willPing=true&occasus_content_vulgate=0&putent_genus=0&occasus=true&platform=DDS3_JFOREXSDK&srp_versio=1]
2019-05-27 13:05:32.674 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-gva-91-191.dukascopy.com:10443","d-ja-sgn-04-b.dukascopy.com:10443","d-ja-jpn-102-100-c.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.ch:10443","d-ja-msk-10.dukascopy.com:10443","d-ja-hk-111-4.dukascopy.ch:10443"],"srp_versio":"1"}]
2019-05-27 13:05:32.686 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 3 response [ServerResponseObject [passwordServerResponse=Step3ServerResponse [serverResponse={"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-gva-91-191.dukascopy.com:10443","d-ja-sgn-04-b.dukascopy.com:10443","d-ja-jpn-102-100-c.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.ch:10443","d-ja-msk-10.dukascopy.com:10443","d-ja-hk-111-4.dukascopy.ch:10443"],"srp_versio":"1"}], responseHeaderFields={Transfer-Encoding=[chunked], null=[HTTP/1.1 200], idle-session-ttl=[900000], CF-RAY=[4dd57439fdfdd18b-HKG], Server=[cloudflare], Connection=[keep-alive], Client-Country=[HK], Pragma=[no-cache], Last-Modified=[Mon, 27 May 2019 05:05:29 GMT], Date=[Mon, 27 May 2019 05:05:30 GMT], Cache-Control=[no-cache, must-revalidate, no-store, max-age=0], Access-Control-Allow-Credentials=[true], Client-IP=[45.56.152.172], Vary=[Accept-Encoding], Set-Cookie=[__cfduid=d007b707471e9f330f08a14407258f1871558933528; expires=Tue, 26-May-20 05:05:28 GMT; path=/; domain=.dukascopy.com; HttpOnly], Expires=[Thu, 01 Jan 1970 00:00:00 GMT], Expect-CT=[max-age=604800, report-uri="https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct"], Content-Type=[text/plain;charset=UTF-8]}]]
2019-05-27 13:05:32.829 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Selecting the best server...
2019-05-27 13:05:33.382 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - The ping start time=2019-05-27 13:05:33:382
2019-05-27 13:05:33.692 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - The ping end time=2019-05-27 13:05:33:691, the ping processing time=[309]ms
2019-05-27 13:05:33.692 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - Best api url [d-ja-hk-110-05.dukascopy.ch:10443] with time [34]
2019-05-27 13:05:33.692 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - d-ja-hk-110-05.dukascopy.ch:10443@eb14a8b6c1f81d195a4d49a294ba99bb282afaec10044547e92c0e4959748b86
2019-05-27 13:05:33.700 INFO  com.dukascopy.dds2.greed.util.FilePathManager - WL info is unavailable. Use default App folder for Platform data:  C:\Users\lofgr\AppData\Local\JForex
2019-05-27 13:05:34.082 WARN  com.dukascopy.charts.data.datacache.FeedDataProvider - JStore is disabled for the current user
2019-05-27 13:05:34.101 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - UserAgent: {"clientType":"DDS3_JFOREXSDK","javaVersion":"1.8.0_211","jvmVersion":"25.211-b12","ip":"null","clientVersion":"318.4.68","osName":"Windows 10","userName":"null"}
2019-05-27 13:05:37.364 INFO  com.dukascopy.dds2.greed.connection.GreedClientAuthorizationProvider - !!!:Thread[(NettyTransportClient-0) ClientConnector,5,main]
2019-05-27 13:05:37.366 INFO  com.dukascopy.dds4.transport.client.netty.ClientConnector - Authorize task in queue, server address [d-ja-hk-110-05.dukascopy.ch/13.75.115.155:10443], transport name [NettyTransportClient-0]
2019-05-27 13:05:37.367 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - Authorized
2019-05-27 13:05:37.375 INFO  com.dukascopy.api.instrument.subscribe.InstrumentManager - InstrumentManager created.
2019-05-27 13:05:37.779 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2019-05-27 13:05:37.779 INFO  singlejartest.Main - Connected
2019-05-27 13:05:37.779 INFO  singlejartest.Main - Subscribing instruments...
2019-05-27 13:05:37.781 INFO  singlejartest.Main - Downloading data
2019-05-27 13:05:37.798 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - Loading first times for [EUR/USD]...
2019-05-27 13:05:37.832 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - First times loaded {EUR/USD={Ticks=1052082000914, 1 Min=1052082000000, Hourly=1052082000000, Daily=99792000000}}
2019-05-27 13:05:40.457 INFO  singlejartest.Main - Starting strategy
2019-05-27 13:05:40.535 INFO  singlejartest.Main - Strategy started: 0
2019-05-27 13:05:40.536 INFO  singlejartest.Main - Getting prices before start time
2019-05-27 13:05:40.560 INFO  singlejartest.Main - Creating data loading threads
2019-05-27 13:05:40.565 INFO  singlejartest.Main - Getting prices before start time
2019-05-27 13:05:40.618 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2019-05-27 13:05:40.645 INFO  singlejartest.Main - Filling in-progress candles
2019-05-27 13:05:40.802 INFO  singlejartest.Main - Executing onStart
2019-05-27 13:05:40.806 INFO  singlejartest.Main - Running
2019-05-27 13:05:41.965 INFO  singlejartest.Main - Running, Fri 2019.05.24 00:30 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.072 INFO  singlejartest.Main - Running, Fri 2019.05.24 01:00 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.190 INFO  singlejartest.Main - Running, Fri 2019.05.24 01:30 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.276 INFO  singlejartest.Main - Running, Fri 2019.05.24 02:00 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.347 INFO  singlejartest.Main - Running, Fri 2019.05.24 02:30 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.417 INFO  singlejartest.Main - Running, Fri 2019.05.24 03:00 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.454 INFO  singlejartest.Main - Running, Fri 2019.05.24 03:30 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.495 INFO  singlejartest.Main - Running, Fri 2019.05.24 04:00 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.544 INFO  singlejartest.Main - Running, Fri 2019.05.24 04:30 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.585 INFO  singlejartest.Main - Running, Fri 2019.05.24 05:00 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.611 INFO  singlejartest.Main - Running, Fri 2019.05.24 05:30 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.649 INFO  singlejartest.Main - Running, Fri 2019.05.24 06:00 Eq: 50,000.00 UoL: .00%
2019-05-27 13:05:42.830 INFO  singlejartest.Main - Running, Fri 2019.05.24 06:30 Eq: 50,000.37 UoL: .02%
2019-05-27 13:05:43.006 INFO  singlejartest.Main - Running, Fri 2019.05.24 07:00 Eq: 50,000.04 UoL: .02%
2019-05-27 13:05:43.147 INFO  singlejartest.Main - Running, Fri 2019.05.24 07:30 Eq: 49,999.71 UoL: .02%
2019-05-27 13:05:43.244 INFO  singlejartest.Main - Running, Fri 2019.05.24 08:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.343 INFO  singlejartest.Main - Running, Fri 2019.05.24 08:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.421 INFO  singlejartest.Main - Running, Fri 2019.05.24 09:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.527 INFO  singlejartest.Main - Running, Fri 2019.05.24 09:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.599 INFO  singlejartest.Main - Running, Fri 2019.05.24 10:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.683 INFO  singlejartest.Main - Running, Fri 2019.05.24 10:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.765 INFO  singlejartest.Main - Running, Fri 2019.05.24 11:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.826 INFO  singlejartest.Main - Running, Fri 2019.05.24 11:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:43.956 INFO  singlejartest.Main - Running, Fri 2019.05.24 12:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.084 INFO  singlejartest.Main - Running, Fri 2019.05.24 12:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.258 INFO  singlejartest.Main - Running, Fri 2019.05.24 13:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.354 INFO  singlejartest.Main - Running, Fri 2019.05.24 13:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.476 INFO  singlejartest.Main - Running, Fri 2019.05.24 14:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.570 INFO  singlejartest.Main - Running, Fri 2019.05.24 14:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.679 INFO  singlejartest.Main - Running, Fri 2019.05.24 15:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.780 INFO  singlejartest.Main - Running, Fri 2019.05.24 15:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.850 INFO  singlejartest.Main - Running, Sat 2019.05.24 16:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.901 INFO  singlejartest.Main - Running, Sat 2019.05.24 16:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.939 INFO  singlejartest.Main - Running, Sat 2019.05.24 17:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:44.991 INFO  singlejartest.Main - Running, Sat 2019.05.24 17:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.029 INFO  singlejartest.Main - Running, Sat 2019.05.24 18:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.061 INFO  singlejartest.Main - Running, Sat 2019.05.24 18:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.100 INFO  singlejartest.Main - Running, Sat 2019.05.24 19:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.130 INFO  singlejartest.Main - Running, Sat 2019.05.24 19:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.156 INFO  singlejartest.Main - Running, Sat 2019.05.24 20:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.190 INFO  singlejartest.Main - Running, Sat 2019.05.24 20:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.218 INFO  singlejartest.Main - Running, Sat 2019.05.24 21:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.221 INFO  singlejartest.Main - Running, Sat 2019.05.24 21:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.226 INFO  singlejartest.Main - Running, Sat 2019.05.24 22:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.230 INFO  singlejartest.Main - Running, Sat 2019.05.24 22:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.235 INFO  singlejartest.Main - Running, Sat 2019.05.24 23:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.239 INFO  singlejartest.Main - Running, Sat 2019.05.24 23:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.243 INFO  singlejartest.Main - Running, Sat 2019.05.25 00:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.247 INFO  singlejartest.Main - Running, Sat 2019.05.25 00:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.250 INFO  singlejartest.Main - Running, Sat 2019.05.25 01:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.253 INFO  singlejartest.Main - Running, Sat 2019.05.25 01:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.256 INFO  singlejartest.Main - Running, Sat 2019.05.25 02:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.259 INFO  singlejartest.Main - Running, Sat 2019.05.25 02:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.262 INFO  singlejartest.Main - Running, Sat 2019.05.25 03:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.265 INFO  singlejartest.Main - Running, Sat 2019.05.25 03:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.268 INFO  singlejartest.Main - Running, Sat 2019.05.25 04:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.271 INFO  singlejartest.Main - Running, Sat 2019.05.25 04:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.273 INFO  singlejartest.Main - Running, Sat 2019.05.25 05:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.276 INFO  singlejartest.Main - Running, Sat 2019.05.25 05:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.279 INFO  singlejartest.Main - Running, Sat 2019.05.25 06:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.281 INFO  singlejartest.Main - Running, Sat 2019.05.25 06:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.284 INFO  singlejartest.Main - Running, Sat 2019.05.25 07:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.287 INFO  singlejartest.Main - Running, Sat 2019.05.25 07:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.290 INFO  singlejartest.Main - Running, Sat 2019.05.25 08:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.293 INFO  singlejartest.Main - Running, Sat 2019.05.25 08:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.296 INFO  singlejartest.Main - Running, Sat 2019.05.25 09:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.299 INFO  singlejartest.Main - Running, Sat 2019.05.25 09:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.302 INFO  singlejartest.Main - Running, Sat 2019.05.25 10:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.304 INFO  singlejartest.Main - Running, Sat 2019.05.25 10:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.307 INFO  singlejartest.Main - Running, Sat 2019.05.25 11:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.310 INFO  singlejartest.Main - Running, Sat 2019.05.25 11:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.315 INFO  singlejartest.Main - Running, Sat 2019.05.25 12:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.318 INFO  singlejartest.Main - Running, Sat 2019.05.25 12:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.323 INFO  singlejartest.Main - Running, Sat 2019.05.25 13:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.328 INFO  singlejartest.Main - Running, Sat 2019.05.25 13:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.334 INFO  singlejartest.Main - Running, Sat 2019.05.25 14:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.339 INFO  singlejartest.Main - Running, Sat 2019.05.25 14:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.345 INFO  singlejartest.Main - Running, Sat 2019.05.25 15:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.350 INFO  singlejartest.Main - Running, Sat 2019.05.25 15:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.356 INFO  singlejartest.Main - Running, Sun 2019.05.25 16:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.361 INFO  singlejartest.Main - Running, Sun 2019.05.25 16:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.366 INFO  singlejartest.Main - Running, Sun 2019.05.25 17:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.371 INFO  singlejartest.Main - Running, Sun 2019.05.25 17:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.376 INFO  singlejartest.Main - Running, Sun 2019.05.25 18:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.380 INFO  singlejartest.Main - Running, Sun 2019.05.25 18:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.385 INFO  singlejartest.Main - Running, Sun 2019.05.25 19:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.390 INFO  singlejartest.Main - Running, Sun 2019.05.25 19:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.395 INFO  singlejartest.Main - Running, Sun 2019.05.25 20:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.400 INFO  singlejartest.Main - Running, Sun 2019.05.25 20:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.404 INFO  singlejartest.Main - Running, Sun 2019.05.25 21:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.409 INFO  singlejartest.Main - Running, Sun 2019.05.25 21:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.414 INFO  singlejartest.Main - Running, Sun 2019.05.25 22:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.418 INFO  singlejartest.Main - Running, Sun 2019.05.25 22:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.424 INFO  singlejartest.Main - Running, Sun 2019.05.25 23:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.427 INFO  singlejartest.Main - Running, Sun 2019.05.25 23:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.431 INFO  singlejartest.Main - Running, Sun 2019.05.26 00:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.433 INFO  singlejartest.Main - Running, Sun 2019.05.26 00:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.436 INFO  singlejartest.Main - Running, Sun 2019.05.26 01:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.439 INFO  singlejartest.Main - Running, Sun 2019.05.26 01:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.443 INFO  singlejartest.Main - Running, Sun 2019.05.26 02:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.446 INFO  singlejartest.Main - Running, Sun 2019.05.26 02:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.448 INFO  singlejartest.Main - Running, Sun 2019.05.26 03:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.451 INFO  singlejartest.Main - Running, Sun 2019.05.26 03:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.453 INFO  singlejartest.Main - Running, Sun 2019.05.26 04:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.456 INFO  singlejartest.Main - Running, Sun 2019.05.26 04:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.458 INFO  singlejartest.Main - Running, Sun 2019.05.26 05:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.461 INFO  singlejartest.Main - Running, Sun 2019.05.26 05:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.464 INFO  singlejartest.Main - Running, Sun 2019.05.26 06:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.466 INFO  singlejartest.Main - Running, Sun 2019.05.26 06:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.469 INFO  singlejartest.Main - Running, Sun 2019.05.26 07:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.472 INFO  singlejartest.Main - Running, Sun 2019.05.26 07:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.474 INFO  singlejartest.Main - Running, Sun 2019.05.26 08:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.477 INFO  singlejartest.Main - Running, Sun 2019.05.26 08:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.479 INFO  singlejartest.Main - Running, Sun 2019.05.26 09:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.482 INFO  singlejartest.Main - Running, Sun 2019.05.26 09:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.485 INFO  singlejartest.Main - Running, Sun 2019.05.26 10:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.488 INFO  singlejartest.Main - Running, Sun 2019.05.26 10:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.491 INFO  singlejartest.Main - Running, Sun 2019.05.26 11:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.494 INFO  singlejartest.Main - Running, Sun 2019.05.26 11:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.497 INFO  singlejartest.Main - Running, Sun 2019.05.26 12:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.500 INFO  singlejartest.Main - Running, Sun 2019.05.26 12:30 Eq: 49,998.95 UoL: .00%
